연번,오름명,행정시,소재지,비고,표고,면적,형태,정상_경도,정상_위도,카카오맵_url,난이도,거리_km,상행시간,노면,주차,화장실,등산로 정보,추천시기,참고글,운영시간 및 입장료,입구_경도,입구_위도
344,천아오름,제주시,제주특별자치도 제주시 애월읍 광령리 산182-1,87,797,157348,말굽형(북서향),126.4499279,33.39625511,http://place.map.kakao.com/10769042,보통,2.53,20분,콘크리트/토사,소규모 주차 가능,없음,있음,맑은날,,,,
345,천아오름,제주시,제주특별자치도 제주시 한림읍 상대리 1689,49,133.6,127387,말굽형(서남향),126.2988885,33.40457812,http://place.map.kakao.com/8099434,쉬움,0.7,15분,,없음,없음,있음,맑은날,,,,
347,쳇망오름,서귀포시,제주특별자치도 서귀포시 표선면 가시리 산158-2,55,444.6,140916,원형,126.6919455,33.39553842,http://place.map.kakao.com/11234528,,,,,없음,없음,있음,,,,,
350,칡오름(봉개),제주시,제주특별자치도 제주시 봉개동 466-2,47,336.6,50953,원추형,126.6127,33.47536637,http://place.map.kakao.com/8111773,쉬움,0.49,9분,토사,소규모 주차 가능(공터),없음,있음,"봄, 가을",,,,
351,칡오름(상효),서귀포시,제주특별자치도 서귀포시 상효동 2308-1,96,271,337365,원형,126.6028943,33.28393095,http://place.map.kakao.com/8547569,보통,2.01,20분,,입구앞 1대 주차가능,없음,있음,"봄, 가을",등산로 비교적 잘 되어있음,,,
353,큰노리손이,제주시,제주특별자치도 제주시 봉개동 234-231,52,426.6,69773,원추형,126.6217641,33.4587553,http://place.map.kakao.com/25379468,쉬움,0.5,10분,,한라경찰수련원 주차,없음,있음,,넓은 등산로,,,
354,큰돌이미,제주시,제주특별자치도 제주시 구좌읍 송당리 산255-1,82,311.9,273308,말굽형(동북향),126.7727027,33.4318412,http://place.map.kakao.com/25213746,,,,,없음,없음,있음,,,,,
356,큰지그리,제주시,제주특별자치도 제주시 조천읍 교래리 산119,118,598,344976,말굽형(남서향),,,,보통,3.7,60분,,교래자연휴양림 주차,휴양림화장실 이용,있음,,,,,
358,토산봉,서귀포시,제주특별자치도 서귀포시 표선면 토산리 산13,75,175.4,398823,복합형,126.7742727,33.32200787,http://place.map.kakao.com/8108616,,,16분,,없음,없음,있음,,,,,
359,통오름,서귀포시,제주특별자치도 서귀포시 성산읍 난산리 1976-1,43,143.1,258114,말굽형(서향),126.8560385,33.39305307,http://place.map.kakao.com/8128672,쉬움,0.77,14분,,독자봉 주차장 이용추천,없음,있음,"봄, 가을","물통/밥통 모양, 성읍민속마을 인근, 가을 야생화",,,
360,파군봉,제주시,제주특별자치도 제주시 애월읍 하귀1리 688-1,50,84.5,59269,원추형,126.4126908,33.47870571,http://place.map.kakao.com/10889367,쉬움,1.4,25분,,월영사 주차장 이용,없음,있음,"봄, 가을",,,,
362,폭낭오름,제주시,제주특별자치도 제주시 애월읍 봉성리 산43,76,645.5,583171,복합형,126.3819477,33.35212181,http://place.map.kakao.com/8576933,쉬움,0.53,9분,토사,없음,없음,없음,여름(그늘),,,,
364,하늬보기,서귀포시,제주특별자치도 서귀포시 안덕면 상천리 산89-1,42,592.3,17795,원추형,126.3915393,33.32692778,http://place.map.kakao.com/8144640,,,32분,,없음,없음,있음,,,,,
365,한대오름,제주시,제주특별자치도 제주시 애월읍 봉성리 산1,36,921.4,132263,원추형,126.4244501,33.35633012,http://place.map.kakao.com/25392324,보통,3.64,78분,토사,소규모 주차 가능,없음,있음,"봄, 가을",등산로 찾기 어려움,,,
366,후곡악,서귀포시,제주특별자치도 서귀포시 성산읍 수산리 4504,36,206.2,54168,말굽형(서남향),126.8267607,33.42942741,http://place.map.kakao.com/25221315,쉬움,0.5,15분,,소규모주차(공터),없음,있음,,오름이정표 바닥에 떨어져 있음. 길 정비는 안되어있지만 걷기 좋음,,,
